,amount,cityPop,unixTime,merchLatitude,merchLongitude,age,category_gas_transport,category_grocery_pos,category_shopping_net,distance_between
677,0.007132485982239778,3.147947704715546e-07,0.49311813682400185,0.45064057482884573,0.8495608017435928,0.55,False,False,False,0.5432758846066251
124,0.008239304588687657,1.1468405559532322e-05,0.4786687157775589,0.46912283228378787,0.9391677436746674,0.26249999999999996,False,False,True,0.4578668909094094
150607,0.000504306212210523,2.514654695884536e-05,0.8791303637171879,0.33710813560157055,0.7436957649721636,0.36250000000000004,False,False,False,0.4318700955322598
72864,0.006881807909698555,0.0009321752122775513,0.7800494736695214,0.5043600181044685,0.9360507599446102,0.5875,False,False,True,0.3665236849658986
18,0.0001656695592452673,3.5343428543531794e-05,0.44994129735828636,0.26869450910151055,0.8242318127385196,0.7125,False,False,False,0.19130776373116204
1128,0.0024070995098213485,2.3486158855769906e-05,0.5419778703997196,0.4700959275172781,0.7293830512068461,0.675,False,True,False,0.8855762324254466
43208,7.716754540290332e-05,5.524339599451791e-06,0.6370801365808134,0.5716404038263319,0.4942371465226838,0.06250000000000003,False,False,False,0.7432703593948141
55978,0.007109428878633478,5.657047198768231e-05,0.7592155174303983,0.5120305402971741,0.7333604508577017,0.5125,False,False,False,0.7258187757478239
77548,0.007689427602682864,0.000291407370759462,0.7857981466310306,0.4352822894924509,0.9385162067955282,0.8500000000000001,False,False,True,0.8031023390512537
15779,0.007361814884775167,7.727902992752672e-06,0.5590265527297262,0.5510571233445982,0.43912801141183233,0.8500000000000001,False,False,True,0.25405934616530085
5518,0.0003563370557337286,5.616926296649307e-07,0.5493211821854942,0.41341475766184393,0.7756174203535667,0.525,False,False,False,0.3880349516813489
169367,0.0005734775230294233,1.419662690361913e-07,0.901764268529206,0.2499026075268868,0.6504041710639596,0.4375,False,False,False,0.905811309973816
95735,0.000602124227509978,2.8868532186185506e-05,0.8098293537128214,0.3288887799691986,0.5020939619811653,0.6125,True,False,False,0.750705138312223
69732,0.007035910100467935,0.0009321752122775513,0.7772090232637865,0.5151029995621723,0.9420327101910693,0.5875,False,False,False,0.8687189459512998
165742,7.072397772841541e-05,4.09233201613021e-06,0.8982680229069899,0.4306593836353723,0.9043901908251148,0.44999999999999996,False,False,False,0.38417538908945853
147967,0.0004070316303293985,5.332993758576924e-06,0.8765151560453788,0.5257981851557596,0.8277554991413046,0.7749999999999999,False,False,False,0.40110948948390474
136556,0.008659145721020556,0.007797781259350879,0.8604451832937698,0.2813372501581977,0.7052892184194899,0.65,False,False,True,0.40321850326054876
21559,0.0007889100567246515,5.549029385371128e-06,0.5647851921838765,0.2841698691050621,0.6183718913517184,0.4625,False,False,False,0.5749885789829028
79331,0.002329621431036542,0.000291407370759462,0.7887402552618141,0.45214337255639186,0.9349480178506558,0.8500000000000001,False,True,False,0.2227502617737547
39565,0.0012142631565863287,2.63563464688929e-06,0.5823461522361839,0.44453452718833913,0.8655874552751208,0.675,False,True,False,0.29897729676990725
41398,0.0009808196867407248,3.2837415272719026e-06,0.5851766361492707,0.46178652414091187,0.7714573154961073,0.6125,False,True,False,0.3225598441081701
69,0.0010569003653069676,1.3394208861240655e-06,0.46439470500178714,0.2239664842632853,0.830896720504744,0.18750000000000003,False,False,False,0.5126150018933958
76231,0.00039220366134352875,6.219357073081144e-05,0.783260677601902,0.24354953758866466,0.7632348689174915,0.3375,True,False,False,0.33898252550693814
37,9.020994744283064e-05,4.4318165725211015e-06,0.45913638347874297,0.4013745048922826,0.9259699309485275,0.25,True,False,False,0.576688592324268
126944,0.006204612237113521,0.0005237999807252273,0.8489657770575363,0.43935482891422145,0.6123182414505486,0.9125000000000001,False,False,False,0.6147680826032642
119007,0.0026632119165458734,1.6233534241964483e-06,0.8391746946765011,0.26121565336389757,0.709838981355672,0.6,False,True,False,0.5946307069710655
48946,9.37810813347155e-05,1.2567101032942844e-05,0.6413597485254598,0.46153129086654016,0.7225535261698574,0.4125,False,False,False,0.531585344982097
722,0.00014773625644036721,2.296150090498398e-06,0.49884887009873324,0.529573701421967,0.8166937382104255,0.11250000000000002,False,False,False,0.5760868832819219
717,0.0058276247114832395,7.055106326450722e-06,0.4987193056942587,0.28527986294934965,0.6521558416824673,0.5375,False,False,False,0.7150142914320136
102023,0.0025975341062733823,0.0024026001024896222,0.8178543735959707,0.43757823396508094,0.6148550067351226,0.4375,False,True,False,0.34161912963090235
107855,0.009582439098763745,0.0024026001024896222,0.8231186750146051,0.42534654573977043,0.6124885369086037,0.4375,False,False,True,0.5251983348898259
850,0.0001493665566953581,6.172446479834404e-07,0.5302413286530694,0.44815720588906377,0.6009344189532515,0.375,False,False,False,0.6365138339175234
131089,5.589600874254566e-05,0.007797781259350879,0.8552267277413321,0.3024750550634185,0.6932584537599777,0.65,True,False,False,0.6859806509777604
60342,0.00020603889889266134,0.00013697275983400525,0.7629629186674407,0.36278325060721855,0.7994193983270356,0.12500000000000003,False,False,False,0.2211209980958233
792,0.0003815678930133499,1.4134902438820783e-05,0.5159912374596658,0.30825197063964743,0.8913097139268048,0.7375,False,False,False,0.5511755898837415
155890,0.0023335807316558054,5.110785685302886e-06,0.8837568096061048,0.5455105771134292,0.7598295917807697,0.1625,False,True,False,0.5109102719078018
81177,0.0067007669480490875,4.091714771482226e-05,0.7915627659807711,0.33318240676241767,0.8844448055566461,0.525,False,False,False,0.7216297218662279
140826,0.0005543797200423869,6.802036020777512e-06,0.8654503559034552,0.4844301507650814,0.86077673649476,0.18750000000000003,False,False,False,0.6899803652838813
101580,0.006080398884352307,4.5182308232387836e-06,0.8173899350383991,0.4298330149847384,0.6979290236420157,0.6,False,False,False,0.7673778018551236
136615,0.00802262992146482,8.579700606969821e-07,0.8604970090555568,0.44244001414303974,0.8695224390675578,0.625,False,False,True,0.7124390036830254
57584,0.00609809928712078,0.00013697275983400525,0.760533087758958,0.36316761251447766,0.7944264659145892,0.12500000000000003,False,False,False,0.5197937344098064
162606,0.0009360252464012125,5.086095899383548e-06,0.8949113081818965,0.5147831704714463,0.9830506911944026,0.375,False,False,False,0.5305160143547698
168226,0.008733052665913479,7.413108222281118e-06,0.9005363966345143,0.3771601247337653,0.7467907281702366,0.3125,False,False,True,0.5465950545311453
61814,0.0010421500296665736,1.3221380359805293e-05,0.7658492149393723,0.34205782152961334,0.67674493078074,0.35,False,False,False,0.01898853585929846
124418,0.0006997869761184814,0.00021530727810958368,0.8448037697261839,0.3221121622351227,0.4888000514528039,0.4125,False,False,False,0.36243031158151773
54084,0.002476193187294773,5.623098743129142e-06,0.7573677296927741,0.21228610747059645,0.7139750993830751,0.4375,False,True,False,0.7045386245995906
117854,0.002072189257438929,0.01794145018293466,0.8379229031994484,0.22508653707897502,0.7192258877105959,0.1,False,True,False,0.33026481935926405
79289,0.0076110955570978245,0.00973632449059359,0.7886804563059044,0.4489743135660265,0.9281572670077987,0.5375,False,False,True,0.2307779902513702
65,0.0020266184836446595,1.3394208861240655e-06,0.4641295962972478,0.23694140237559308,0.8242654103520116,0.18750000000000003,False,False,False,0.33026549316558246
112820,0.0007200492792876542,1.2270823601910795e-05,0.8316121200523838,0.5058830807744015,0.9253718252098655,0.32499999999999996,False,False,False,0.7101076338213038
751,0.0020300343508455926,9.480877793025643e-06,0.5129375041111786,0.5759699825173399,0.7158920393609938,0.29999999999999993,False,True,False,0.8018935305160143
133372,0.00042830316698975617,5.863824155842684e-07,0.8575668602159539,0.5800989907785692,0.8287889894210055,0.13749999999999998,False,False,False,0.7062992805096132
46467,0.005800375407221249,2.5671204909631284e-05,0.6393524969054027,0.3078466717919121,0.802811152148443,0.0875,False,False,False,0.2934918395316776
174717,0.0013375449092018323,0.0001533235705590866,0.9095979317534457,0.5119093076418384,0.8369019352676819,0.5625,False,False,False,0.43984661472967557
146706,0.00580969140867834,3.6849505484611383e-06,0.8748288254887058,0.5336141739349036,0.439924933962732,0.5375,False,False,False,0.5415886735853099
75264,5.511967528778808e-05,4.721921557073319e-06,0.7823756530544301,0.5685379146467087,0.7934612142037066,0.4,False,False,False,0.5143635292896869
86423,4.526024041236684e-05,2.09554557990378e-05,0.798086832070581,0.32412704350681537,0.8069012427495393,0.32499999999999996,False,False,False,0.14783917051746975
120540,0.0071123013124160805,0.01794145018293466,0.840290941853489,0.2125602196912954,0.7075619178986485,0.1,False,False,True,0.7252244785749805
75897,0.007805411820823648,3.081902527381318e-05,0.7828679977914277,0.2252374636498909,0.7141250496753607,0.7,False,False,True,0.5791830233150462
53906,0.007712639972980117,5.657047198768231e-05,0.7571863395265126,0.49371479136884816,0.7243301266389258,0.5125,False,False,False,0.35094932572201715
144877,4.223253993881228e-05,3.6849505484611383e-06,0.8720162812623968,0.527889380210492,0.44989815830001656,0.5375,False,False,False,0.4742275821268831
55266,1.2266068585169744e-05,1.1042506752423747e-05,0.7587072263051624,0.4487875820969041,0.6640736645884133,0.2875,False,False,True,0.6779138417336767
55829,0.006462743110820415,5.623098743129142e-06,0.7590999061156438,0.19183833960360047,0.7111558091683242,0.4375,False,False,False,0.6481511428428967
43185,0.0018139807503865582,2.5245306102522706e-05,0.6370681767896329,0.30153009974992645,0.7013959081076278,0.35,False,True,False,0.32240958529916325
150068,0.0004212385325514621,3.574463756472103e-05,0.8784705819036418,0.47224879939666337,0.8024918694828724,0.5625,False,False,False,0.22197134166966512
814,0.00013997292189279144,5.981100638959537e-06,0.5165692940334594,0.3550614255603672,0.7470477012576052,0.6375,True,False,False,0.5475781379497152
164799,0.0005677326554642172,5.079923452903714e-06,0.8973471189859694,0.43042848929180494,0.9162001081082719,0.275,False,False,False,0.8026623435253277
57,0.006192734335255729,1.3394208861240655e-06,0.4616698659108067,0.24492778467030812,0.8304178466670531,0.18750000000000003,False,False,False,0.7640323534841851
68073,0.0006645414372724873,0.00011783200330003877,0.7756941163807269,0.23925026181150572,0.795964020718,0.9375,False,True,False,0.4344837902413978
88951,0.00039492082843518026,2.277632751058895e-06,0.8002276346921633,0.5289113633049942,0.5575561077888087,0.7875000000000001,False,False,False,0.49577321296457255
79280,0.006447915141834545,1.2894240696374067e-05,0.7886744764103071,0.4542601035385256,0.8337351720935675,0.5125,False,False,False,0.2339812654891227
105664,0.0011024711391012373,5.332993758576924e-06,0.8212888269637517,0.5321890129866362,0.8291747550321155,0.7749999999999999,False,False,False,0.22534913274388757
734,0.005250886587943835,1.2221444030072118e-06,0.5061303896300657,0.46551722653452504,0.8737135331839234,0.32499999999999996,False,False,False,0.6442208305875725
61513,0.010376705856326223,0.0011743017703420154,0.765390756277398,0.28795588534141786,0.4883621388142434,0.35,False,False,False,0.6956086694616153
60989,2.398870375200918e-05,0.00014153419778260287,0.7644638724607873,0.4294589430482249,0.8295463653035309,0.4125,False,False,True,0.5968104704111431
128721,0.008161283076484522,0.0007713521192454658,0.8518002475676809,0.4733439252832205,0.9256988727463955,0.29999999999999993,False,False,True,0.6782069474821879
146524,1.0713401675654585e-05,4.826853147230504e-06,0.8745597301871157,0.5067064254336324,0.9173642669205894,0.05000000000000002,False,False,False,0.7454069992305132
180723,0.0009315225123636185,2.8350046681879416e-05,0.9994598160982804,0.43234240285054865,0.7629970572041957,0.8,False,True,False,0.301338314109639
144820,0.0027003982890287615,3.6849505484611383e-06,0.8719544890079547,0.5102863272559717,0.44095766180032303,0.5375,False,True,False,0.33758168217095
19695,5.993294270728507e-05,3.8886412822956736e-07,0.5620045407340513,0.5703955273655157,0.6777820426604619,0.4375,False,False,False,0.45280188881387173
54745,0.0006681125711643722,2.797969989308935e-05,0.7581371429254844,0.47910983689073366,0.8890623656477936,0.4375,True,False,False,0.2746232411970573
50419,0.007358399017574234,5.079923452903714e-06,0.6422766658494155,0.4282246715572589,0.907788957107505,0.275,False,False,True,0.6634014012476198
10367,0.00023903307071985848,1.0900540483387555e-05,0.5549901232057834,0.48145294722927107,0.8906662228183494,0.525,False,False,False,0.29331799750152615
144809,0.007234806731576827,3.2837415272719026e-06,0.8719445225153066,0.4565913699107353,0.7748132546026248,0.6125,False,False,False,0.31677319544560834
123715,0.0026019592069655008,9.29570439863061e-06,0.8432649432607562,0.4803175854571046,0.9384941762314111,0.5625,False,True,False,0.4885594425196043
166580,0.0002967922797538223,0.00029747488564913925,0.8992566989780357,0.41221148208275643,0.8004388837490369,0.17500000000000002,False,False,False,0.9352970744677268
146934,0.004074042703876821,1.5591599808061702e-05,0.8751298135667867,0.25833198356217074,0.6916831380078706,0.42500000000000004,False,False,False,0.44442041201908755
107769,0.0061762760660148686,4.697231771153981e-06,0.8230628626557532,0.5933060212309818,0.4960931713888903,0.7625,False,False,False,0.5205254880716067
117376,0.009048787481963385,0.0017036075733272548,0.837440524955106,0.1333420609085208,0.8546610880115117,0.875,False,False,True,0.5779573696218464
150,6.459094343583055e-05,0.0008898198845329276,0.4849775056260839,0.2902528378111821,0.7245043145645936,0.25,False,False,False,0.6951989952200179
121008,0.0017476042400047856,0.0011900785435444722,0.8407414273213476,0.444553028135741,0.8628617748936019,0.5125,False,False,False,0.608608819046618
76271,0.0024521268501972882,2.1048042496235317e-06,0.783364329125483,0.3742392220378918,0.810853120653986,0.8999999999999999,False,True,False,0.17334071825058317
168788,0.0023099025612856997,1.1419025987693646e-05,0.9010327279685697,0.4611968038174868,0.9699815104778758,0.5125,False,True,False,0.5559771337087782
17991,0.0005722353895018112,4.907094951468351e-06,0.5609122131394244,0.5598783162659469,0.7674577949919371,0.225,False,False,False,0.6154183057005362
57282,0.0049439243399326885,0.00013697275983400525,0.7602002069043863,0.37698616122834366,0.8067059672802583,0.12500000000000003,False,False,False,0.5977996180865787
102707,0.0005706050892468203,4.382437000682426e-06,0.8186636527992874,0.41413868860370834,0.7499568593199705,0.42500000000000004,True,False,False,0.12376676598571801
145143,0.00016015759171648846,3.863951496376336e-06,0.8725185924920424,0.4358454238914599,0.8869327845783324,0.55,True,False,False,0.32518566733103965
180569,0.00038847726076069236,0.0014646104456280669,0.999378090858535,0.17320019959183258,0.8439457767624279,0.5375,True,False,False,0.6414029725639543
127634,0.0006515766685780359,1.7097676749141298e-06,0.8503052736699246,0.44471073768737285,0.6102682352602209,0.25,False,False,True,0.6472576756646763
51421,0.002408419276694436,2.841177114667776e-05,0.7545691385561781,0.48408243375364085,0.9662853616763029,0.65,False,True,False,0.701197892872881
102130,0.002472544420057412,2.1480113749823723e-06,0.8179859312989777,0.4559432277534035,0.9214792171473152,0.7375,False,True,False,0.7465895293193344
175737,3.7574539210266806e-05,0.0017036075733272548,0.9113321014748408,0.14081264266965682,0.8443507639404089,0.32499999999999996,False,False,False,0.5813735676562186
178099,0.0011350771442010558,0.00011189410978643807,0.9980545406343921,0.13589596864776116,0.6851831083478693,0.17500000000000002,False,False,False,0.8099529278905954
114477,0.00015658645782460362,4.486134101543644e-05,0.834227327724193,0.32752252385346464,0.6115333373950096,0.19999999999999998,False,False,False,0.3464570589971336
19136,0.00022063396784210385,0.00029747488564913925,0.5616437537000607,0.3795229120163612,0.8041737264876774,0.17500000000000002,False,False,False,0.5665572405205558
80245,0.00017560662746616429,3.7651923526989865e-07,0.7903827332508158,0.4110421844070697,0.5945339080528325,0.8125,False,False,False,0.6819782414463657
28,0.0020601560888901865,4.2589880710857383e-07,0.4584925480534494,0.5249688345136034,0.9184604580316801,0.1625,False,False,False,0.43521352248424305
125828,0.00047301997398379263,5.419408009294606e-06,0.8473173191729444,0.509436858671011,0.7560527244368986,0.375,True,False,False,0.3031879124536926
56968,0.00018655292917824616,9.424708530059151e-05,0.7599450646925021,0.468437016233563,0.9308913543167903,0.13749999999999998,False,False,False,0.44417851555077603
120495,0.007766905681467672,4.51946531253475e-05,0.8402590490770052,0.475717863534114,0.9384381267042149,0.7,False,False,True,0.6403848512168268
147279,0.0005532152198602506,2.3023225369782325e-05,0.8755783057361199,0.3320666169346081,0.8247587806219199,0.17500000000000002,True,False,False,0.3705779775838114
833,0.007017743897626608,3.6355709766224635e-06,0.5246680659622385,0.45786249629692305,0.44355148985752857,0.7375,False,False,False,0.5806222736111841
92183,0.0004096711640755743,3.486197771810471e-05,0.8032793747421181,0.3540168465301053,0.8429738837794846,0.875,False,False,False,0.6482326734074251
12089,0.003373557027649058,6.802036020777512e-06,0.5562518811754913,0.4556753105150922,0.8712228254220551,0.18750000000000003,False,False,False,0.5619403196267652
81788,0.002355085168352591,4.091714771482226e-05,0.7926829997548239,0.3437322307692679,0.8862477102784991,0.525,False,True,False,0.3312620527105206
159870,2.4997937243194033e-05,1.3258415038684299e-05,0.890984510077125,0.5603419319478875,0.9344225949157411,0.6375,False,False,False,0.6276930354031316
685,0.0029641963969553866,7.055106326450722e-06,0.4935506826050826,0.26413441406586086,0.663013940280859,0.5375,False,True,False,0.3208800449563575
28388,0.00047666874122115333,4.929933003443738e-05,0.5736254711659399,0.4620949502640564,0.9321477084315835,0.5125,True,False,False,0.07421909216727107
107196,0.0009790341197947823,8.395761701870755e-05,0.8226303168746725,0.2784791162838723,0.6975888741397585,0.25,False,False,False,0.42811227769445037
757,0.002438696281429982,1.4134902438820783e-05,0.5131049411877271,0.3029969035798031,0.8935391147198388,0.7375,False,True,False,0.7843860209445956
